2.890000000000000000e+02,1.280000000000000000e+02,6.800000000000000000e+01,-1.023389999999999964e+04
2.270000000000000000e+02,1.650000000000000000e+02,2.100000000000000000e+01,-9.498999999999999773e+02
1.870000000000000000e+02,1.660000000000000000e+02,8.200000000000000000e+01,-3.653900000000000091e+03
2.850000000000000000e+02,1.890000000000000000e+02,5.100000000000000000e+01,-9.401899999999999636e+03
1.600000000000000000e+02,7.900000000000000000e+01,1.100000000000000000e+02,-1.384589999999999964e+04
1.620000000000000000e+02,1.300000000000000000e+02,4.000000000000000000e+00,-2.264900000000000091e+03
1.830000000000000000e+02,1.140000000000000000e+02,0.000000000000000000e+00,-2.189900000000000091e+03
2.320000000000000000e+02,1.630000000000000000e+02,0.000000000000000000e+00,-1.797900000000000091e+03
2.260000000000000000e+02,6.500000000000000000e+01,5.400000000000000000e+01,-8.721899999999999636e+03
1.600000000000000000e+01,2.000000000000000000e+02,0.000000000000000000e+00,-3.696090000000000146e+04
1.880000000000000000e+02,2.700000000000000000e+02,2.050000000000000000e+02,-4.692390000000000146e+04
1.860000000000000000e+02,1.550000000000000000e+02,5.600000000000000000e+01,-1.161900000000000091e+03
1.400000000000000000e+02,2.560000000000000000e+02,5.500000000000000000e+01,-1.571589999999999964e+04
2.150000000000000000e+02,2.190000000000000000e+02,0.000000000000000000e+00,-5.590899999999999636e+03
2.730000000000000000e+02,1.530000000000000000e+02,2.300000000000000000e+01,-5.321899999999999636e+03
2.560000000000000000e+02,4.300000000000000000e+01,6.800000000000000000e+01,-1.641390000000000146e+04
3.260000000000000000e+02,2.200000000000000000e+02,1.040000000000000000e+02,-2.699690000000000146e+04
2.550000000000000000e+02,1.370000000000000000e+02,4.500000000000000000e+01,-3.573900000000000091e+03
2.570000000000000000e+02,1.760000000000000000e+02,0.000000000000000000e+00,-4.529899999999999636e+03
3.730000000000000000e+02,1.470000000000000000e+02,1.300000000000000000e+01,-3.006190000000000146e+04
1.550000000000000000e+02,1.060000000000000000e+02,4.200000000000000000e+01,-4.229899999999999636e+03
1.960000000000000000e+02,1.780000000000000000e+02,0.000000000000000000e+00,-1.404900000000000091e+03
1.040000000000000000e+02,1.370000000000000000e+02,1.400000000000000000e+01,-9.485899999999999636e+03
1.100000000000000000e+02,1.550000000000000000e+02,0.000000000000000000e+00,-8.729899999999999636e+03
1.460000000000000000e+02,1.900000000000000000e+02,2.700000000000000000e+01,-4.499899999999999636e+03
2.900000000000000000e+02,2.210000000000000000e+02,9.000000000000000000e+01,-1.734590000000000146e+04
1.890000000000000000e+02,1.910000000000000000e+02,2.200000000000000000e+01,-1.790900000000000091e+03
2.500000000000000000e+02,1.640000000000000000e+02,4.700000000000000000e+01,-3.159900000000000091e+03
1.500000000000000000e+02,1.380000000000000000e+02,1.130000000000000000e+02,-1.036789999999999964e+04
5.300000000000000000e+01,5.000000000000000000e+01,4.300000000000000000e+01,-3.191290000000000146e+04
2.100000000000000000e+02,1.890000000000000000e+02,9.700000000000000000e+01,-6.784899999999999636e+03
2.670000000000000000e+02,1.400000000000000000e+02,4.700000000000000000e+01,-5.052899999999999636e+03
2.220000000000000000e+02,1.110000000000000000e+02,0.000000000000000000e+00,-2.609900000000000091e+03
1.130000000000000000e+02,6.100000000000000000e+01,6.700000000000000000e+01,-1.723390000000000146e+04
2.770000000000000000e+02,2.550000000000000000e+02,7.800000000000000000e+01,-1.974290000000000146e+04
2.360000000000000000e+02,2.000000000000000000e+02,1.800000000000000000e+01,-3.824900000000000091e+03
1.840000000000000000e+02,1.650000000000000000e+02,5.700000000000000000e+01,-1.484900000000000091e+03
4.800000000000000000e+01,6.200000000000000000e+01,4.400000000000000000e+01,-3.118890000000000146e+04
2.280000000000000000e+02,1.550000000000000000e+02,0.000000000000000000e+00,-1.413900000000000091e+03
2.460000000000000000e+02,1.080000000000000000e+02,8.000000000000000000e+01,-6.884899999999999636e+03
2.740000000000000000e+02,2.070000000000000000e+02,0.000000000000000000e+00,-9.329899999999999636e+03
3.050000000000000000e+02,1.630000000000000000e+02,1.580000000000000000e+02,-2.886290000000000146e+04
2.020000000000000000e+02,1.920000000000000000e+02,3.100000000000000000e+01,-1.783900000000000091e+03
1.790000000000000000e+02,1.750000000000000000e+02,4.400000000000000000e+01,-1.406900000000000091e+03
1.270000000000000000e+02,1.580000000000000000e+02,1.900000000000000000e+02,-3.259790000000000146e+04
3.390000000000000000e+02,1.590000000000000000e+02,6.700000000000000000e+01,-2.114590000000000146e+04
7.800000000000000000e+01,1.280000000000000000e+02,9.300000000000000000e+01,-1.997190000000000146e+04
2.340000000000000000e+02,1.620000000000000000e+02,6.400000000000000000e+01,-2.800900000000000091e+03
3.010000000000000000e+02,1.470000000000000000e+02,0.000000000000000000e+00,-1.081489999999999964e+04
1.940000000000000000e+02,1.790000000000000000e+02,1.800000000000000000e+01,-9.058999999999999773e+02
1.620000000000000000e+02,2.570000000000000000e+02,0.000000000000000000e+00,-1.349789999999999964e+04
1.200000000000000000e+02,9.400000000000000000e+01,9.400000000000000000e+01,-1.427689999999999964e+04
2.070000000000000000e+02,7.100000000000000000e+01,5.200000000000000000e+01,-6.998899999999999636e+03
2.000000000000000000e+01,2.120000000000000000e+02,1.700000000000000000e+01,-3.628790000000000146e+04
2.290000000000000000e+02,6.700000000000000000e+01,2.000000000000000000e+00,-8.238899999999999636e+03
2.420000000000000000e+02,1.600000000000000000e+02,4.700000000000000000e+01,-2.327900000000000091e+03
1.810000000000000000e+02,2.410000000000000000e+02,4.500000000000000000e+01,-9.021899999999999636e+03
2.260000000000000000e+02,2.270000000000000000e+02,3.600000000000000000e+01,-6.705899999999999636e+03
2.080000000000000000e+02,2.400000000000000000e+01,0.000000000000000000e+00,-1.654490000000000146e+04
1.680000000000000000e+02,1.670000000000000000e+02,0.000000000000000000e+00,-1.917900000000000091e+03
7.900000000000000000e+01,9.600000000000000000e+01,8.300000000000000000e+01,-2.090090000000000146e+04
1.890000000000000000e+02,4.900000000000000000e+01,0.000000000000000000e+00,-1.092689999999999964e+04
3.280000000000000000e+02,1.790000000000000000e+02,6.800000000000000000e+01,-1.905390000000000146e+04
1.400000000000000000e+02,1.280000000000000000e+02,0.000000000000000000e+00,-4.688899999999999636e+03
2.670000000000000000e+02,1.130000000000000000e+02,0.000000000000000000e+00,-6.462899999999999636e+03
2.940000000000000000e+02,1.930000000000000000e+02,1.090000000000000000e+02,-1.772090000000000146e+04
4.190000000000000000e+02,1.070000000000000000e+02,0.000000000000000000e+00,-5.041490000000000146e+04
